SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
1950;Alex Hannum*;;PF;26;SYR;36,3;482
1951;Alex Hannum*;;PF;27;SYR;36,8;471
1952;Alex Hannum*;;F-C;28;TOT;36,8;438
1953;Alex Hannum*;;PF;29;ROC;35,8;346
1954;Alex Hannum*;;PF;30;ROC;34,8;452
1955;Alex Hannum*;;PF;31;MLH;35,2;313
1956;Alex Hannum*;;PF;32;STL;32,2;385
1957;Alex Hannum*;;F-C;33;TOT;34,5;191
2015;Alex Kirk;;C;23;CLE;25;4
2014;Alex Len;$3,649,920.00 ;C;20;PHO;42,3;86
2015;Alex Len;$3,807,120.00 ;C;21;PHO;50,7;432
2016;Alex Len;$4,823,621.00 ;C;22;PHO;42,3;703
2017;Alex Len;$4,187,599.00 ;C;23;PHO;49,7;613
2017;Alex Poythress;;PF;23;PHI;46,3;64
2006;Alex Scales;;SG;27;SAS;;0
2016;Alex Stepheson;;PF;28;TOT;33,3;22
2016;Alex Stepheson;;PF;28;LAC;100;2
2016;Alex Stepheson;;PF;28;MEM;30,8;20
1986;Alex Stivrins;;SF;23;SEA;25;3
1993;Alex Stivrins;;PF-SF;30;TOT;48,7;41
1993;Alex Stivrins;;PF;30;PHO;61,1;22
1993;Alex Stivrins;;SF;30;LAC;0;0
1993;Alex Stivrins;;SF;30;MIL;36,4;11
1993;Alex Stivrins;;PF;30;ATL;44,4;8
2007;Alexander Johnson;$687,456.00 ;PF;23;MEM;53,8;260
2008;Alexander Johnson;;PF;24;MIA;48,8;179
1990;Alexander Volkov;$650,000.00 ;C;25;ATL;48,2;357
1992;Alexander Volkov;;C;27;ATL;44,1;662
2013;Alexey Shved;$3,150,000.00 ;SG;24;MIN;37,2;665
2014;Alexey Shved;$3,282,056.00 ;SG;25;MIN;32,1;250
2015;Alexey Shved;;SG;26;TOT;39,7;434
2015;Alexey Shved;;SG;26;PHI;40;169
2015;Alexey Shved;;SG;26;HOU;33,3;29
2015;Alexey Shved;;SG;26;NYK;40,3;236
2009;Alexis Ajinca;;PF;20;CHA;36,2;70
2010;Alexis Ajinca;$1,467,840.00 ;C;21;CHA;50;10
2011;Alexis Ajinca;;C;22;TOT;44,4;143
2011;Alexis Ajinca;;C;22;DAL;37,5;29
2011;Alexis Ajinca;;C;22;TOR;46,5;114
2014;Alexis Ajinca;$981,084.00 ;C;25;NOP;54,6;328
2015;Alexis Ajinca;$4,300,000.00 ;C;26;NOP;55;443
2016;Alexis Ajinca;$4,600,000.00 ;C;27;NOP;47,6;352
2017;Alexis Ajinca;$4,961,798.00 ;C;28;NOP;50;207
2011;Al-Farouq Aminu;$2,755,560.00 ;SF;20;LAC;39,4;457
2012;Al-Farouq Aminu;$2,947,800.00 ;SF;21;NOH;41,1;399
2013;Al-Farouq Aminu;$3,700,000.00 ;SF;22;NOH;47,5;555
2014;Al-Farouq Aminu;$981,084.00 ;SF;23;NOP;47,4;572
2015;Al-Farouq Aminu;$7,500,000.00 ;SF;24;DAL;41,2;412
2016;Al-Farouq Aminu;$7,680,965.00 ;SF;25;POR;41,6;839
2017;Al-Farouq Aminu;$7,319,035.00 ;SF;26;POR;39,3;532
1952;Alfred McGuire*;;PG;23;NYK;43,1;208
1953;Alfred McGuire*;;PG;24;NYK;39;352
1954;Alfred McGuire*;;PG;25;NYK;32,8;174
1955;Alfred McGuire*;;PG;26;BLB;28,1;23
1986;Alfredrick Hughes;;SG;23;SAS;40,9;356
1974;Allan Bristow;;SF;22;PHI;40;258
1975;Allan Bristow;;SF;23;PHI;41,5;447
1977;Allan Bristow;;SF;25;SAS;48,9;936
1978;Allan Bristow;;SF;26;SAS;47,8;666
1979;Allan Bristow;;SF;27;SAS;49,2;472
1980;Allan Bristow;;SF;28;UTA;48;953
1981;Allan Bristow;;SF;29;UTA;44,4;713
1982;Allan Bristow;;SF;30;DAL;43,7;573
1983;Allan Bristow;;SF;31;DAL;44,4;104
1994;Allan Houston;$956,000.00 ;SG;22;DET;40,5;668
1995;Allan Houston;;SG;23;DET;46,3;1101
1996;Allan Houston;$5,000,000.00 ;SG;24;DET;45,3;1617
1997;Allan Houston;$6,000,000.00 ;SG;25;NYK;42,3;1197
1998;Allan Houston;$7,000,000.00 ;SG;26;NYK;44,7;1509
1999;Allan Houston;;SG;27;NYK;41,8;813
2000;Allan Houston;;SG;28;NYK;48,3;1614
2001;Allan Houston;$12,750,000.00 ;SG;29;NYK;44,9;1459
2002;Allan Houston;$14,343,750.00 ;SG;30;NYK;43,7;1567
2003;Allan Houston;$15,937,500.00 ;SG;31;NYK;44,5;1845
2004;Allan Houston;$17,531,250.00 ;SG;32;NYK;43,5;924
2005;Allan Houston;$19,125,000.00 ;SG;33;NYK;41,5;237
2007;Allan Ray;;SG;22;BOS;38,6;290
2014;Allen Crabbe;$862,000.00 ;SG;21;POR;36,4;33
2015;Allen Crabbe;$947,276.00 ;SG;22;POR;41,2;168
2016;Allen Crabbe;$18,500,000.00 ;SG;23;POR;45,9;832
2017;Allen Crabbe;$19,332,500.00 ;SG;24;POR;46,8;845
1997;Allen Iverson*;$3,128,640.00 ;PG;21;PHI;41,6;1787
1998;Allen Iverson*;$3,537,000.00 ;PG;22;PHI;46,1;1758
1999;Allen Iverson*;$9,000,000.00 ;SG;23;PHI;41,2;1284
2000;Allen Iverson*;;SG;24;PHI;42,1;1989
2001;Allen Iverson*;$11,250,000.00 ;SG;25;PHI;42;2207
2002;Allen Iverson*;;SG;26;PHI;39,8;1883
2003;Allen Iverson*;;SG;27;PHI;41,4;2262
2004;Allen Iverson*;$14,625,000.00 ;SG;28;PHI;38,7;1266
2005;Allen Iverson*;$16,453,125.00 ;PG;29;PHI;42,4;2302
2006;Allen Iverson*;;PG;30;PHI;44,7;2377
2007;Allen Iverson*;$19,012,500.00 ;SG-PG;31;TOT;44,2;1709
2007;Allen Iverson*;$19,012,500.00 ;PG;31;PHI;41,3;468
2007;Allen Iverson*;$19,012,500.00 ;SG;31;DEN;45,4;1241
2008;Allen Iverson*;$20,840,625.00 ;SG;32;DEN;45,8;2164
2009;Allen Iverson*;$1,029,794.00 ;PG-SG;33;TOT;41,7;995
2009;Allen Iverson*;$1,029,794.00 ;SG;33;DEN;45;56
2009;Allen Iverson*;$1,029,794.00 ;PG;33;DET;41,6;939
2010;Allen Iverson*;;SG-PG;34;TOT;43;385
2010;Allen Iverson*;;PG;34;MEM;57,7;37
2010;Allen Iverson*;;SG;34;PHI;41,7;348
1980;Allen Leavell;;PG;22;HOU;50,3;843
1981;Allen Leavell;;PG;23;HOU;47,1;642
1982;Allen Leavell;;PG;24;HOU;46,7;864
1983;Allen Leavell;;PG;25;HOU;41,5;1167
1984;Allen Leavell;;PG;26;HOU;47,7;947
1985;Allen Leavell;;PG;27;HOU;42,1;228
1986;Allen Leavell;;PG;28;HOU;46,3;583
1987;Allen Leavell;;PG;29;HOU;41,1;412
1988;Allen Leavell;;SG;30;HOU;43,7;819
1989;Allen Leavell;;SG;31;HOU;34,6;179
1977;Allen Murphy;;SG;24;LAL;20;5
1974;Allie McGuire;;SG;22;NYK;50;4
1978;Alonzo Bradley;;SF;24;HOU;42,8;303
1979;Alonzo Bradley;;SF;25;HOU;42;96
1980;Alonzo Bradley;;SF;26;HOU;35,4;41
2010;Alonzo Gee;$479,735.00 ;SG;22;WAS;47,5;81
2011;Alonzo Gee;$854,389.00 ;SG;23;TOT;45,8;331
2011;Alonzo Gee;$854,389.00 ;SG;23;SAS;33,3;2
2011;Alonzo Gee;$854,389.00 ;SG;23;WAS;44,4;32
2011;Alonzo Gee;$854,389.00 ;SG;23;CLE;46,2;297
2012;Alonzo Gee;$3,500,000.00 ;SG;24;CLE;41,2;665
2013;Alonzo Gee;$3,250,000.00 ;SF;25;CLE;41;842
2014;Alonzo Gee;$1,063,384.00 ;SF;26;CLE;41,5;258
2015;Alonzo Gee;$1,375,000.00 ;SF;27;TOT;46,8;241
2015;Alonzo Gee;$1,375,000.00 ;SF;27;DEN;48,2;190
2015;Alonzo Gee;$1,375,000.00 ;SF;27;POR;42,9;51
2016;Alonzo Gee;$1,400,000.00 ;SF;28;NOP;51,8;325
2017;Alonzo Gee;;SF;29;DEN;21,4;11
1993;Alonzo Mourning*;$3,120,000.00 ;C;22;CHH;51,1;1639
1994;Alonzo Mourning*;$3,840,000.00 ;C;23;CHH;50,5;1287
1995;Alonzo Mourning*;$4,560,000.00 ;C;24;CHH;51,9;1643
1996;Alonzo Mourning*;$9,380,000.00 ;C;25;MIA;52,3;1623
1997;Alonzo Mourning*;;C;26;MIA;53,4;1310
1998;Alonzo Mourning*;$13,130,000.00 ;C;27;MIA;55,1;1115
1999;Alonzo Mourning*;;C;28;MIA;51,1;924
2000;Alonzo Mourning*;$16,880,000.00 ;C;29;MIA;55,1;1718
2001;Alonzo Mourning*;$18,754,800.00 ;C;30;MIA;51,8;177
2002;Alonzo Mourning*;$20,629,800.00 ;C;31;MIA;51,6;1178
2004;Alonzo Mourning*;$5,408,700.00 ;C;33;NJN;46,5;96
2005;Alonzo Mourning*;$4,000,000.00 ;C-PF;34;TOT;47,2;282
2005;Alonzo Mourning*;$4,000,000.00 ;PF;34;NJN;45,3;187
2005;Alonzo Mourning*;$4,000,000.00 ;C;34;MIA;51,6;95
2006;Alonzo Mourning*;$4,225,433.00 ;C;35;MIA;59,7;509
2007;Alonzo Mourning*;$2,762,500.00 ;C;36;MIA;56;661
2008;Alonzo Mourning*;;C;37;MIA;54,7;149
1994;Alphonso Ford;;PG;22;SEA;53,8;16
1995;Alphonso Ford;;SG;23;PHI;23,1;19
2002;Alton Ford;$512,435.00 ;PF;20;PHO;51,7;164
2003;Alton Ford;$586,082.00 ;PF;21;PHO;33,3;7
2004;Alton Ford;;PF;22;HOU;54,5;15
1982;Alton Lister;;C;23;MIL;51,9;362
1983;Alton Lister;;PF;24;MIL;52,9;674
1984;Alton Lister;;PF;25;MIL;50;626
1985;Alton Lister;;C;26;MIL;53,8;798
1986;Alton Lister;;C;27;MIL;55,1;796
1987;Alton Lister;;C;28;SEA;50,4;871
1988;Alton Lister;;C;29;SEA;50,4;461
1989;Alton Lister;;C;30;SEA;49,9;657
1990;Alton Lister;$1,700,000.00 ;C;31;GSW;50;12
1991;Alton Lister;$1,333,000.00 ;C;32;GSW;47,8;491
1992;Alton Lister;$1,283,000.00 ;C;33;GSW;55,7;102
1993;Alton Lister;;C;34;GSW;45,2;45
1995;Alton Lister;$300,000.00 ;C;36;MIL;49,3;167
1996;Alton Lister;$500,000.00 ;C;37;TOT;48,6;143
1996;Alton Lister;$500,000.00 ;C;37;MIL;44,4;10
1996;Alton Lister;$500,000.00 ;C;37;BOS;49;133
1997;Alton Lister;$272,250.00 ;C;38;BOS;41,6;87
1998;Alton Lister;;C;39;POR;37,5;6
1976;Alvan Adams;;C;21;PHO;46,9;1519
1977;Alvan Adams;;C;22;PHO;47,4;1296
1978;Alvan Adams;;C;23;PHO;48,5;1082
1979;Alvan Adams;;C;24;PHO;53;1369
1980;Alvan Adams;;C;25;PHO;53,1;1118
1981;Alvan Adams;;C;26;PHO;52,6;1115
1982;Alvan Adams;;C;27;PHO;49,4;1196
1983;Alvan Adams;;C;28;PHO;48,6;1135
1984;Alvan Adams;;C;29;PHO;46,2;670
1985;Alvan Adams;;PF;30;PHO;52;1202
1986;Alvan Adams;;C;31;PHO;50,2;841
1987;Alvan Adams;;C;32;PHO;50,3;756
1988;Alvan Adams;;C;33;PHO;49,6;611
1996;Alvin Heggs;;SF;28;HOU;60;8
2002;Alvin Jones;;C;23;PHI;40;26
1985;Alvin Robertson;;SG;22;SAS;49,8;726
1986;Alvin Robertson;;SG;23;SAS;51,4;1392
1987;Alvin Robertson;;SG;24;SAS;46,6;1435
1988;Alvin Robertson;;SG;25;SAS;46,5;1610
1989;Alvin Robertson;;SG;26;SAS;48,3;1122
1990;Alvin Robertson;$870,000.00 ;SG;27;MIL;50,3;1153
1991;Alvin Robertson;$1,033,000.00 ;SG;28;MIL;48,5;1098
1992;Alvin Robertson;$1,283,000.00 ;SG;29;MIL;43;1010
1993;Alvin Robertson;$1,408,000.00 ;SG;30;TOT;45,8;618
1993;Alvin Robertson;$1,408,000.00 ;SG;30;MIL;47,9;339
1993;Alvin Robertson;$1,408,000.00 ;SG;30;DET;43,4;279
1996;Alvin Robertson;;SG;33;TOR;47;718
1978;Alvin Scott;;SF;22;PHO;48,8;492
1979;Alvin Scott;;SF;23;PHO;53,5;544
1980;Alvin Scott;;SF;24;PHO;42,2;350
1981;Alvin Scott;;SF;25;PHO;49,7;444
1982;Alvin Scott;;SF;26;PHO;49,7;486
1983;Alvin Scott;;SF;27;PHO;47,9;329
1984;Alvin Scott;;SF;28;PHO;44,4;167
1985;Alvin Scott;;SF;29;PHO;42,9;276
1999;Alvin Sims;;SG;24;PHO;40;11
1998;Alvin Williams;;SG;23;TOT;44,3;324
1998;Alvin Williams;;SG;23;POR;45,8;283
1998;Alvin Williams;;SG;23;TOR;36,4;41
1999;Alvin Williams;$1,925,000.00 ;PG;24;TOR;40,1;248
2000;Alvin Williams;$2,100,000.00 ;PG;25;TOR;39,7;292
2001;Alvin Williams;$5,350,000.00 ;SG;26;TOR;43;802
2002;Alvin Williams;$5,350,000.00 ;PG;27;TOR;41,5;971
2003;Alvin Williams;$5,500,000.00 ;PG;28;TOR;43,8;1027
2004;Alvin Williams;$5,850,000.00 ;SG;29;TOR;40,5;494
2006;Alvin Williams;$4,483,516.00 ;PG;31;TOR;0;1
2007;Alvin Williams;$4,516,484.00 ;PG;32;LAC;0;2
1997;Amal McCaskill;$20,700.00 ;C;23;ORL;31,3;28
2002;Amal McCaskill;$699,935.00 ;C;28;SAS;40,8;52
2003;Amal McCaskill;;C;29;ATL;23,5;11
2004;Amal McCaskill;$932,546.00 ;C;30;PHI;40,2;113
2003;Amar'e Stoudemire;;PF;20;PHO;47,2;1106
2004;Amar'e Stoudemire;;PF;21;PHO;47,5;1133
2005;Amar'e Stoudemire;;C;22;PHO;55,9;2080
2006;Amar'e Stoudemire;;C;23;PHO;33,3;26
2007;Amar'e Stoudemire;;C;24;PHO;57,5;1671
2008;Amar'e Stoudemire;;C;25;PHO;59;1989
2009;Amar'e Stoudemire;;PF;26;PHO;53,9;1134
2010;Amar'e Stoudemire;;PF;27;PHO;55,7;1896
2011;Amar'e Stoudemire;;C;28;NYK;50,2;1971
2012;Amar'e Stoudemire;;PF;29;NYK;48,3;823
2013;Amar'e Stoudemire;;PF;30;NYK;57,7;413
2014;Amar'e Stoudemire;;C;31;NYK;55,7;772
2015;Amar'e Stoudemire;;PF;32;TOT;55,7;680
2015;Amar'e Stoudemire;;PF;32;NYK;54,3;432
2015;Amar'e Stoudemire;;PF;32;DAL;58,1;248
2016;Amar'e Stoudemire;;C;33;MIA;56,6;300
2006;Amir Johnson;$664,209.00 ;SF;18;DET;70;20
2007;Amir Johnson;$3,666,666.00 ;PF;19;DET;54,5;47
2008;Amir Johnson;$3,666,667.00 ;PF;20;DET;55,8;221
2009;Amir Johnson;$3,666,666.00 ;PF;21;DET;59,5;217
2010;Amir Johnson;$5,000,000.00 ;PF;22;TOR;62,3;511
2011;Amir Johnson;$5,500,000.00 ;PF;23;TOR;56,8;688
2012;Amir Johnson;$6,000,000.00 ;PF;24;TOR;57,6;452
2013;Amir Johnson;$6,500,000.00 ;PF;25;TOR;55,4;813
2014;Amir Johnson;$7,000,000.00 ;PF;26;TOR;56,2;799
2015;Amir Johnson;$12,000,000.00 ;PF;27;TOR;57,4;694
2016;Amir Johnson;$12,000,000.00 ;PF;28;BOS;58,5;577
2017;Amir Johnson;$11,000,000.00 ;PF;29;BOS;57,6;520
2005;Anderson Varejao;$866,800.00 ;PF;22;CLE;51,3;266
2006;Anderson Varejao;$945,600.00 ;C;23;CLE;52,7;219
2007;Anderson Varejao;$5,356,000.00 ;C;24;CLE;47,6;547
2008;Anderson Varejao;$5,784,480.00 ;C;25;CLE;46,1;321
2009;Anderson Varejao;$6,300,000.00 ;PF;26;CLE;53,6;694
2010;Anderson Varejao;$7,281,818.00 ;PF;27;CLE;57,2;651
2011;Anderson Varejao;$7,700,000.00 ;C;28;CLE;52,8;282
2012;Anderson Varejao;$8,368,182.00 ;C;29;CLE;51,4;271
2013;Anderson Varejao;$9,036,364.00 ;C;30;CLE;47,8;353
2014;Anderson Varejao;$9,704,595.00 ;C;31;CLE;49,5;546
2015;Anderson Varejao;$9,638,554.00 ;C;32;CLE;55,5;255
2016;Anderson Varejao;$1,984,005.00 ;C;33;TOT;42,7;138
2016;Anderson Varejao;$1,984,005.00 ;C;33;CLE;42,1;80
2016;Anderson Varejao;$1,984,005.00 ;C;33;GSW;43,8;58
2017;Anderson Varejao;$1,913,345.00 ;C;34;GSW;35,7;18
1999;Andrae Patterson;$385,000.00 ;PF;23;MIN;44,3;114
2000;Andrae Patterson;$498,500.00 ;PF;24;MIN;75;6
2006;Andray Blatche;$664,209.00 ;PF;19;WAS;38,8;65
2007;Andray Blatche;$2,470,000.00 ;PF;20;WAS;43,7;206
2008;Andray Blatche;$2,739,669.00 ;PF;21;WAS;47,4;618
2009;Andray Blatche;$3,000,000.00 ;C;22;WAS;47,1;713
2010;Andray Blatche;$5,900,000.00 ;PF;23;WAS;47,8;1143
2011;Andray Blatche;$6,442,083.00 ;PF;24;WAS;44,5;1076
2012;Andray Blatche;$7,118,502.00 ;PF;25;WAS;38;221
2013;Andray Blatche;$1,375,604.00 ;C;26;BRK;51,2;843
2014;Andray Blatche;$8,471,339.00 ;PF;27;BRK;47,6;821
2005;Andre Barrett;;PG;22;TOT;36,3;118
2005;Andre Barrett;;PG;22;HOU;29;56
2005;Andre Barrett;;PG;22;ORL;45,5;62
2006;Andre Barrett;$744,551.00 ;PG;23;TOT;36,5;87
2006;Andre Barrett;$744,551.00 ;PG;23;PHO;42,9;9
2006;Andre Barrett;$744,551.00 ;PG;23;TOR;36,1;78
2007;Andre Barrett;;PG;24;CHI;50;8
2008;Andre Barrett;;PG;25;LAC;40;6
2007;Andre Brown;$711,517.00 ;PF;25;SEA;56,8;93
2008;Andre Brown;;PF;26;MEM;50;100
2009;Andre Brown;;PF;27;CHA;14,3;4
2015;Andre Dawkins;;SG;23;MIA;16,7;3
2013;Andre Drummond;$2,462,400.00 ;C;19;DET;60,8;476
2014;Andre Drummond;$2,568,360.00 ;C;20;DET;62,3;1095
2015;Andre Drummond;$3,272,091.00 ;C;21;DET;51,4;1130
2016;Andre Drummond;$22,116,750.00 ;C;22;DET;52,1;1314
2017;Andre Drummond;$23,775,506.00 ;C;23;DET;53;1105
2005;Andre Emmett;$641,748.00 ;SG;22;MEM;33,3;7
2012;Andre Emmett;;SF;29;NJN;57,1;13
2005;Andre Iguodala;$2,058,000.00 ;SG;21;PHI;49,3;741
2006;Andre Iguodala;$2,201,640.00 ;SF;22;PHI;50;1007
2007;Andre Iguodala;;SG;23;PHI;44,7;1386
2008;Andre Iguodala;$11,300,000.00 ;SF;24;PHI;45,6;1630
2009;Andre Iguodala;$12,200,000.00 ;SF;25;PHI;47,3;1541
2010;Andre Iguodala;$12,345,250.00 ;SF;26;PHI;44,3;1401
2011;Andre Iguodala;$13,531,750.00 ;SF;27;PHI;44,5;945
2012;Andre Iguodala;$14,968,250.00 ;SF;28;PHI;45,4;771
2013;Andre Iguodala;$12,868,632.00 ;SG;29;DEN;45,1;1038
2014;Andre Iguodala;$12,289,544.00 ;SF;30;GSW;48;588
2015;Andre Iguodala;$11,710,456.00 ;SF;31;GSW;46,6;604
2016;Andre Iguodala;$11,131,368.00 ;SF;32;GSW;47,8;457
2017;Andre Iguodala;$14,814,815.00 ;SF;33;GSW;52,8;574
1977;Andre McCarter;;PG;23;KCK;46,3;270
1978;Andre McCarter;;PG;24;KCK;0;0
1981;Andre McCarter;;PG;27;WSB;37,8;122
2000;Andre Miller;$1,808,400.00 ;PG;23;CLE;44,9;914
2001;Andre Miller;$1,934,520.00 ;PG;24;CLE;45,2;1296
2002;Andre Miller;$2,460,709.00 ;PG;25;CLE;45,4;1335
2003;Andre Miller;$8,000,000.00 ;PG;26;LAC;40,6;1088
2004;Andre Miller;;PG;27;DEN;45,7;1214
2005;Andre Miller;$8,100,000.00 ;PG;28;DEN;47,7;1113
2006;Andre Miller;$8,733,333.00 ;PG;29;DEN;46,3;1126
2007;Andre Miller;;PG;30;TOT;46,6;1075
2007;Andre Miller;;PG;30;DEN;47,2;300
2007;Andre Miller;;PG;30;PHI;46,4;775
2008;Andre Miller;$10,333,334.00 ;PG;31;PHI;49,2;1398
2009;Andre Miller;$6,730,800.00 ;PG;32;PHI;47,3;1337
2010;Andre Miller;$7,269,264.00 ;PG;33;POR;44,5;1146
2011;Andre Miller;$7,807,728.00 ;PG;34;POR;46;1029
2012;Andre Miller;$5,000,000.00 ;SG;35;DEN;43,8;639
2013;Andre Miller;$5,000,000.00 ;PG;36;DEN;47,9;786
2014;Andre Miller;$4,625,000.00 ;SG;37;TOT;45,9;283
2014;Andre Miller;$4,625,000.00 ;SG;37;DEN;45,8;176
2014;Andre Miller;$4,625,000.00 ;SG;37;WAS;46;107
2015;Andre Miller;$1,499,187.00 ;PG;38;TOT;50;355
2015;Andre Miller;$1,499,187.00 ;PG;38;WAS;54,2;183
2015;Andre Miller;$1,499,187.00 ;PG;38;SAC;45,9;172
2016;Andre Miller;;PG;39;TOT;55,7;144
2016;Andre Miller;;PG;39;MIN;62,1;88
2016;Andre Miller;;PG;39;SAS;47,9;56
1988;Andre Moore;;PF-SF;23;TOT;33,3;24
1988;Andre Moore;;PF;23;DEN;29,2;20
1988;Andre Moore;;SF;23;MIL;66,7;4
2006;Andre Owens;$676,800.00 ;PG;25;UTA;36,5;69
2008;Andre Owens;;PG;27;IND;37,4;123
2014;Andre Roberson;$1,160,880.00 ;SG;22;OKC;48,5;75
2015;Andre Roberson;$1,210,800.00 ;SG;23;OKC;45,8;228
2016;Andre Roberson;$2,183,072.00 ;SG;24;OKC;49,6;337
2017;Andre Roberson;$9,259,259.00 ;SF;25;OKC;46,4;522
1993;Andre Spencer;$250,000.00 ;SF;28;TOT;44,8;187
1993;Andre Spencer;$250,000.00 ;SF;28;ATL;0;0
1993;Andre Spencer;$250,000.00 ;SF;28;GSW;45,6;187
1994;Andre Spencer;;SF;29;TOT;44,1;159
1994;Andre Spencer;;SF;29;GSW;50;21
1994;Andre Spencer;;SF;29;SAC;43;138
1987;Andre Turner;;PG;22;BOS;40;4
1988;Andre Turner;;PG;23;HOU;35,3;35
1989;Andre Turner;;PG;24;MIL;50;6
1990;Andre Turner;$110,000.00 ;PG;25;TOT;28,9;26
1990;Andre Turner;$110,000.00 ;PG;25;LAC;15,4;4
1990;Andre Turner;$110,000.00 ;PG;25;CHH;36;22
1991;Andre Turner;$130,000.00 ;PG;26;PHI;43,9;412
1992;Andre Turner;$140,000.00 ;PG;27;WSB;42,5;284
1979;Andre Wakefield;;SG;24;TOT;35;172
1979;Andre Wakefield;;SG;24;CHI;0;0
1979;Andre Wakefield;;SG;24;DET;35,2;172
1980;Andre Wakefield;;SG;25;UTA;40;15
2007;Andrea Bargnani;$4,838,880.00 ;PF;21;TOR;42,7;751
2008;Andrea Bargnani;$5,176,440.00 ;PF;22;TOR;38,6;792
2009;Andrea Bargnani;$6,527,491.00 ;PF;23;TOR;45;1202
2010;Andrea Bargnani;$8,500,000.00 ;PF;24;TOR;47;1376
2011;Andrea Bargnani;$9,250,000.00 ;C;25;TOR;44,8;1414
2012;Andrea Bargnani;$10,000,000.00 ;C;26;TOR;43,2;603
2013;Andrea Bargnani;$11,862,500.00 ;PF;27;TOR;39,9;443
2014;Andrea Bargnani;$11,500,000.00 ;C;28;NYK;44,2;558
2015;Andrea Bargnani;$1,039,298.00 ;C;29;NYK;45,4;430
2016;Andrea Bargnani;$323,599.00 ;C;30;BRK;45,5;304
2007;Andreas Glyniadakis;;C;25;SEA;47,1;17
2002;Andrei Kirilenko;$893,400.00 ;SF;20;UTA;45;880
2003;Andrei Kirilenko;$955,800.00 ;SF;21;UTA;49,1;963
2004;Andrei Kirilenko;$1,671,694.00 ;PF;22;UTA;44,3;1284
2005;Andrei Kirilenko;$10,983,000.00 ;PF;23;UTA;49,3;640
2006;Andrei Kirilenko;;SF;24;UTA;46;1054
2007;Andrei Kirilenko;$13,735,000.00 ;SF;25;UTA;47,1;584
2008;Andrei Kirilenko;$15,106,000.00 ;SF;26;UTA;50,6;792
2009;Andrei Kirilenko;$16,452,000.00 ;PF;27;UTA;44,9;776
2010;Andrei Kirilenko;$17,823,000.00 ;SF;28;UTA;50,6;688
2011;Andrei Kirilenko;;SF;29;UTA;46,7;750
2013;Andrei Kirilenko;$3,183,000.00 ;SF;31;MIN;50,7;791
2014;Andrei Kirilenko;$3,326,235.00 ;PF;32;BRK;51,3;226
2015;Andrei Kirilenko;;SF;33;BRK;0;3
1994;Andres Guibert;;C;25;MIN;30;15
1995;Andres Guibert;;PF;26;MIN;34;45
2005;Andres Nocioni;$2,775,000.00 ;SF;25;CHI;40,1;677
2006;Andres Nocioni;$3,950,000.00 ;PF;26;CHI;46,1;1063
2007;Andres Nocioni;$8,500,000.00 ;PF;27;CHI;46,7;749
2008;Andres Nocioni;$8,000,000.00 ;SF;28;CHI;43,2;1080
2009;Andres Nocioni;$7,500,000.00 ;PF-SF;29;TOT;42,7;867
2009;Andres Nocioni;$7,500,000.00 ;PF;29;CHI;41,4;551
2009;Andres Nocioni;$7,500,000.00 ;SF;29;SAC;44,8;316
2010;Andres Nocioni;$6,850,000.00 ;SF;30;SAC;39,9;635
2011;Andres Nocioni;$6,650,000.00 ;SF;31;PHI;42,6;327
2012;Andres Nocioni;;SF;32;PHI;25;17
2006;Andrew Bogut;$4,665,960.00 ;PF;21;MIL;53,3;768
2007;Andrew Bogut;$4,991,520.00 ;C;22;MIL;55,3;809
2008;Andrew Bogut;$6,294,310.00 ;C;23;MIL;51,1;1119
2009;Andrew Bogut;$10,000,000.00 ;C;24;MIL;57,7;422
2010;Andrew Bogut;$11,000,000.00 ;C;25;MIL;52;1095
2011;Andrew Bogut;$12,000,000.00 ;C;26;MIL;49,5;830
2012;Andrew Bogut;$13,000,000.00 ;C;27;MIL;44,9;136
2013;Andrew Bogut;$14,000,000.00 ;C;28;GSW;45,1;186
2014;Andrew Bogut;$12,972,973.00 ;C;29;GSW;62,7;492
2015;Andrew Bogut;$12,000,000.00 ;C;30;GSW;56,3;422
2016;Andrew Bogut;$11,027,027.00 ;C;31;GSW;62,7;375
2017;Andrew Bogut;$2,328,652.00 ;C;32;TOT;46,9;79
2017;Andrew Bogut;$2,328,652.00 ;C;32;DAL;46,9;79
2017;Andrew Bogut;$2,328,652.00 ;C;32;CLE;;0
2006;Andrew Bynum;$2,030,280.00 ;C;18;LAL;40,2;74
2007;Andrew Bynum;$2,172,000.00 ;C;19;LAL;55,8;637
2008;Andrew Bynum;$2,769,300.00 ;C;20;LAL;63,6;460
2009;Andrew Bynum;$12,526,998.00 ;C;21;LAL;56;714
2010;Andrew Bynum;$13,700,000.00 ;C;22;LAL;57;977
2011;Andrew Bynum;$14,900,000.00 ;C;23;LAL;57,4;612
2012;Andrew Bynum;$16,889,000.00 ;C;24;LAL;55,8;1123
2014;Andrew Bynum;;C;26;TOT;41,8;225
2014;Andrew Bynum;;C;26;CLE;41,9;202
2014;Andrew Bynum;;C;26;IND;40,9;23
1996;Andrew DeClercq;$276,000.00 ;C;22;GSW;48;59
1997;Andrew DeClercq;$1,200,000.00 ;C;23;GSW;52;375
1998;Andrew DeClercq;$1,440,000.00 ;C;24;BOS;49,7;439
1999;Andrew DeClercq;$1,680,000.00 ;C;25;TOT;50;371
