SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
2015;Quincy Miller;$50,000.00 ;PF;22;SAC;22,2;17
2015;Quincy Miller;$50,000.00 ;PF;22;DET;25;12
2011;Quincy Pondexter;$1,153,800.00 ;SF;22;NOH;40,6;188
2012;Quincy Pondexter;$1,234,320.00 ;SF;23;MEM;45,2;271
2013;Quincy Pondexter;$2,225,479.00 ;SF;24;MEM;42,8;375
2014;Quincy Pondexter;$3,146,068.00 ;SG;25;MEM;39,2;94
2015;Quincy Pondexter;$3,382,023.00 ;SF-SG;26;TOT;42,1;538
2015;Quincy Pondexter;$3,382,023.00 ;SG;26;MEM;35,6;134
2015;Quincy Pondexter;$3,382,023.00 ;SF;26;NOP;44,9;404
1977;Quinn Buckner;;PG;22;MIL;43,4;681
1978;Quinn Buckner;;PG;23;MIL;46,8;759
1979;Quinn Buckner;;PG;24;MIL;45,4;581
1980;Quinn Buckner;;PG;25;MIL;46,7;719
1981;Quinn Buckner;;PG;26;MIL;49,3;1092
1982;Quinn Buckner;;PG;27;MIL;48,2;906
1983;Quinn Buckner;;SG;28;BOS;44,2;570
1984;Quinn Buckner;;PG;29;BOS;42,7;324
1985;Quinn Buckner;;PG;30;BOS;38,3;180
1986;Quinn Buckner;;PG;31;IND;47,1;117
2017;Quinn Cook;$100,000.00 ;PG;23;TOT;50;79
2017;Quinn Cook;$100,000.00 ;PG;23;DAL;44;27
2017;Quinn Cook;$100,000.00 ;PG;23;NOP;53,7;52
1983;Quintin Dailey;;SG;22;CHI;46,6;1151
1984;Quintin Dailey;;SG;23;CHI;47,4;1491
1985;Quintin Dailey;;SG;24;CHI;47,3;1262
1986;Quintin Dailey;;SG;25;CHI;43,2;569
1987;Quintin Dailey;;SG;26;LAC;40,7;520
1988;Quintin Dailey;;SG;27;LAC;43,4;901
1989;Quintin Dailey;;SG;28;LAC;46,5;1114
1990;Quintin Dailey;$425,000.00 ;SG;29;SEA;40,4;247
1991;Quintin Dailey;$425,000.00 ;SG;30;SEA;47,1;184
1992;Quintin Dailey;;SG;31;SEA;24,3;31
2005;Quinton Ross;$700,000.00 ;SG;23;LAC;43,2;397
2006;Quinton Ross;$771,331.00 ;SG;24;LAC;42,2;317
2007;Quinton Ross;$826,046.00 ;SG;25;LAC;46,7;424
2008;Quinton Ross;$854,957.00 ;SG;26;LAC;39,1;311
2009;Quinton Ross;$1,033,342.00 ;SF;27;MEM;38,2;265
2010;Quinton Ross;$1,146,337.00 ;SF-SG;28;TOT;36;92
2010;Quinton Ross;$1,146,337.00 ;SF;28;DAL;41,1;54
2010;Quinton Ross;$1,146,337.00 ;SG;28;WAS;30,9;38
2011;Quinton Ross;;SF;29;NJN;44,1;57
2003;Qyntel Woods;$1,053,720.00 ;PF;21;POR;50;128
2004;Qyntel Woods;$1,127,280.00 ;SF;22;POR;37,1;224
2005;Qyntel Woods;$599,834.00 ;SF;23;MIA;41,7;10
2006;Qyntel Woods;;SF;24;NYK;50,8;329
2016;R.J. Hunter;$1,200,240.00 ;SG;22;BOS;36,7;97
2017;R.J. Hunter;;SG;23;CHI;0;0
1993;Radisav Curcic;;C;27;DAL;39;58
1999;Raef LaFrentz;$2,777,160.00 ;C;22;DEN;45,7;166
2000;Raef LaFrentz;$2,970,840.00 ;C;23;DEN;44,6;1006
2001;Raef LaFrentz;$3,755,142.00 ;C;24;DEN;47,7;1008
2002;Raef LaFrentz;$7,270,000.00 ;C;25;TOT;45,8;1051
2002;Raef LaFrentz;$7,270,000.00 ;C;25;DEN;46,6;759
2002;Raef LaFrentz;$7,270,000.00 ;C;25;DAL;43,7;292
2003;Raef LaFrentz;$8,178,750.00 ;C;26;DAL;51,8;639
2004;Raef LaFrentz;$9,714,538.00 ;C;27;BOS;46;132
2005;Raef LaFrentz;$10,623,288.00 ;PF;28;BOS;49,6;884
2006;Raef LaFrentz;$11,532,037.00 ;PF;29;BOS;43,1;639
2007;Raef LaFrentz;$12,440,787.00 ;PF;30;POR;38,2;100
2008;Raef LaFrentz;$12,722,500.00 ;C;31;POR;44,3;65
1987;Rafael Addison;;SF;22;PHO;44,1;359
1992;Rafael Addison;$522,000.00 ;SF;27;NJN;43,3;444
1993;Rafael Addison;;SF;28;NJN;44,3;428
1995;Rafael Addison;$360,000.00 ;SF;30;DET;47,6;656
1996;Rafael Addison;;SF;31;CHH;46,7;171
1997;Rafael Addison;;SF;32;CHH;40,2;128
2005;Rafael Araujo;$2,238,960.00 ;C;24;TOR;43,4;196
2006;Rafael Araujo;;C;25;TOR;36,6;121
2007;Rafael Araujo;;C;26;UTA;41,5;72
2000;Rafer Alston;$423,500.00 ;PG;23;MIL;28,4;60
2001;Rafer Alston;$625,000.00 ;PG;24;MIL;35,7;77
2002;Rafer Alston;$37,344.00 ;PG;25;MIL;34,6;177
2003;Rafer Alston;$688,679.00 ;PG;26;TOR;41,5;366
2004;Rafer Alston;$3,500,000.00 ;PG;27;MIA;37,6;838
2005;Rafer Alston;$3,850,000.00 ;PG;28;TOR;41,4;1136
2006;Rafer Alston;$4,200,000.00 ;PG;29;HOU;37,9;761
2007;Rafer Alston;;PG;30;HOU;37,5;1088
2008;Rafer Alston;$4,900,000.00 ;PG;31;HOU;39,4;969
2009;Rafer Alston;$4,300,000.00 ;PG;32;TOT;38,5;900
2009;Rafer Alston;$4,300,000.00 ;PG;32;HOU;37;552
2009;Rafer Alston;$4,300,000.00 ;PG;32;ORL;41,3;348
2010;Rafer Alston;;PG;33;TOT;34,8;427
2010;Rafer Alston;;PG;33;NJN;34,3;262
2010;Rafer Alston;;PG;33;MIA;35,5;165
2001;Raja Bell;$540,850.00 ;SG;24;PHI;28,6;5
2002;Raja Bell;$612,435.00 ;SG;25;PHI;42,9;254
2003;Raja Bell;$688,679.00 ;SG;26;DAL;44,1;230
2004;Raja Bell;$1,320,000.00 ;SG;27;UTA;40,9;915
2005;Raja Bell;;SG;28;UTA;45,4;772
2006;Raja Bell;$4,500,000.00 ;SG;29;PHO;45,7;1162
2007;Raja Bell;$4,750,000.00 ;SG;30;PHO;43,2;1143
2008;Raja Bell;;SG;31;PHO;42,1;889
2009;Raja Bell;$5,250,000.00 ;SG;32;TOT;43,7;799
2009;Raja Bell;$5,250,000.00 ;SG;32;PHO;42,9;212
2009;Raja Bell;$5,250,000.00 ;SG;32;CHA;44;587
2010;Raja Bell;$3,000,000.00 ;SG;33;TOT;45,9;71
2010;Raja Bell;$3,000,000.00 ;SG;33;CHA;43,6;60
2010;Raja Bell;$3,000,000.00 ;SG;33;GSW;66,7;11
2011;Raja Bell;$3,240,000.00 ;SG;34;UTA;40,9;541
2012;Raja Bell;$3,480,000.00 ;SG;35;UTA;46,6;217
2007;Rajon Rondo;;PG;20;BOS;41,8;501
2008;Rajon Rondo;$1,315,080.00 ;PG;21;BOS;49,2;814
2009;Rajon Rondo;$2,094,922.00 ;PG;22;BOS;50,5;953
2010;Rajon Rondo;$9,090,911.00 ;PG;23;BOS;50,8;1110
2011;Rajon Rondo;$10,045,455.00 ;PG;24;BOS;47,5;721
2012;Rajon Rondo;;PG;25;BOS;44,8;630
2013;Rajon Rondo;$11,954,545.00 ;PG;26;BOS;48,4;522
2014;Rajon Rondo;$12,909,091.00 ;PG;27;BOS;40,3;350
2015;Rajon Rondo;$9,500,000.00 ;PG;28;TOT;42,6;608
2015;Rajon Rondo;$9,500,000.00 ;PG;28;BOS;40,5;182
2015;Rajon Rondo;$9,500,000.00 ;PG;28;DAL;43,6;426
2016;Rajon Rondo;$14,000,000.00 ;PG;29;SAC;45,4;859
2017;Rajon Rondo;$3,300,000.00 ;PG;30;CHI;40,8;538
2016;Rakeem Christmas;$1,052,342.00 ;PF;24;IND;100;4
2017;Rakeem Christmas;$172,552.00 ;PF;25;IND;44,2;59
1950;Ralph Beard;;G;22;INO;36,3;895
1951;Ralph Beard;;G;23;INO;36,8;1111
1961;Ralph Davis;;SG;22;CIN;40,1;396
1962;Ralph Davis;;SG;23;CHP;41,3;799
1981;Ralph Drollinger;;C;26;DAL;50;15
1985;Ralph Jackson;;PG;22;IND;33,3;2
1950;Ralph Johnson;;PG;28;TOT;31,2;590
1950;Ralph Johnson;;PG;28;AND;31,2;337
1950;Ralph Johnson;;PG;28;FTW;31,2;253
1951;Ralph Johnson;;PG;29;FTW;31,9;584
1952;Ralph Johnson;;PG;30;FTW;35,6;523
1953;Ralph Johnson;;PG;31;FTW;33,3;8
1988;Ralph Lewis;;SG;24;DET;31;83
1989;Ralph Lewis;;SG;25;CHH;47,9;136
1990;Ralph Lewis;;SG;26;TOT;57,1;10
1990;Ralph Lewis;;SG;26;DET;0;0
1990;Ralph Lewis;;SG;26;CHH;66,7;10
1952;Ralph O'Brien;;SG;23;INO;37,2;578
1953;Ralph O'Brien;;PG;24;TOT;33,6;270
1953;Ralph O'Brien;;G;24;INO;31,1;175
1953;Ralph O'Brien;;G;24;FTW;41,7;23
1953;Ralph O'Brien;;PG;24;BLB;37,5;72
1971;Ralph Ogden;;F;23;SFW;23,9;42
1953;Ralph Polson;;PF;23;TOT;36,3;191
1953;Ralph Polson;;PF;23;NYK;33,3;10
1953;Ralph Polson;;PF;23;PHW;36,5;181
1984;Ralph Sampson*;;C;23;HOU;52,3;1720
1985;Ralph Sampson*;;PF;24;HOU;50,2;1809
1986;Ralph Sampson*;;PF;25;HOU;48,8;1491
1987;Ralph Sampson*;;PF;26;HOU;48,9;672
1988;Ralph Sampson*;;C-PF;27;TOT;43,8;749
1988;Ralph Sampson*;;PF;27;HOU;43,9;303
1988;Ralph Sampson*;;C;27;GSW;43,8;446
1989;Ralph Sampson*;;C;28;GSW;44,9;393
1990;Ralph Sampson*;$2,250,000.00 ;C;29;SAC;37,2;109
1991;Ralph Sampson*;$2,685,000.00 ;C;30;SAC;36,6;74
1992;Ralph Sampson*;$2,685,000.00 ;C;31;WSB;31;22
1977;Ralph Simpson;;SG;27;DET;42,7;850
1978;Ralph Simpson;;SG;28;TOT;37,5;517
1978;Ralph Simpson;;SG;28;DET;41,3;340
1978;Ralph Simpson;;SG;28;DEN;31,7;177
1979;Ralph Simpson;;SG;29;TOT;40,2;424
1979;Ralph Simpson;;SG;29;PHI;44,4;202
1979;Ralph Simpson;;SG;29;NJN;36,7;222
1980;Ralph Simpson;;SG;30;NJN;38,3;41
1963;Ralph Wells;;G;22;CHZ;14,3;2
1989;Ramon Rivas;;C;22;BOS;38,7;40
2008;Ramon Sessions;$722,517.00 ;PG;21;MIL;43,6;137
2009;Ramon Sessions;$3,670,667.00 ;PG;22;MIL;44,5;977
2010;Ramon Sessions;$3,964,320.00 ;PG;23;MIN;45,6;674
2011;Ramon Sessions;$4,257,973.00 ;PG;24;CLE;46,6;1075
2012;Ramon Sessions;;PG;25;TOT;42,8;721
2012;Ramon Sessions;;PG;25;CLE;39,8;430
2012;Ramon Sessions;;PG;25;LAL;47,9;291
2013;Ramon Sessions;;SG;26;CHA;40,8;876
2014;Ramon Sessions;$2,077,000.00 ;PG;27;TOT;42,9;1021
2014;Ramon Sessions;$2,077,000.00 ;PG;27;CHA;40,9;578
2014;Ramon Sessions;$2,077,000.00 ;PG;27;MIL;46,1;443
2015;Ramon Sessions;$2,170,465.00 ;PG;28;TOT;37,4;402
2015;Ramon Sessions;$2,170,465.00 ;PG;28;SAC;34,4;196
2015;Ramon Sessions;$2,170,465.00 ;PG;28;WAS;41,1;206
2016;Ramon Sessions;$6,000,000.00 ;PG;29;WAS;47,3;810
2017;Ramon Sessions;$2,328,652.00 ;PG;30;CHO;38;312
1999;Randell Jackson;$115,500.00 ;PF;23;WAS;42,6;114
2000;Randell Jackson;;PF;24;DAL;;0
1996;Randolph Childress;$784,000.00 ;PG;23;POR;31,6;85
1997;Randolph Childress;$760,000.00 ;PG;24;TOT;35;39
1997;Randolph Childress;$760,000.00 ;PG;24;POR;33,3;29
1997;Randolph Childress;$760,000.00 ;PG;24;DET;40;10
1989;Randolph Keys;;SF;22;CLE;43;169
1990;Randolph Keys;$322,000.00 ;SF;23;TOT;43,2;701
1990;Randolph Keys;$322,000.00 ;SF;23;CLE;42,1;365
1990;Randolph Keys;$322,000.00 ;SF;23;CHH;44,5;336
1991;Randolph Keys;;SF;24;CHH;40,7;140
1995;Randolph Keys;$363,000.00 ;SF;28;LAL;34,6;20
1996;Randolph Keys;;SF;29;MIL;41,8;232
2007;Randolph Morris;$810,000.00 ;C;21;NYK;16,7;4
2008;Randolph Morris;$797,581.00 ;C;22;NYK;36,2;56
2009;Randolph Morris;$855,189.00 ;C;23;ATL;41,2;18
2010;Randolph Morris;;PF;24;ATL;56,1;62
1989;Randy Allen;;SG;24;SAC;42,1;17
1990;Randy Allen;;SG;25;SAC;44,4;235
1984;Randy Breuer;;C;23;MIL;38,4;168
1985;Randy Breuer;;C;24;MIL;51,1;413
1986;Randy Breuer;;C;25;MIL;47,7;685
1987;Randy Breuer;;C;26;MIL;48,5;600
1988;Randy Breuer;;C;27;MIL;49,5;968
1989;Randy Breuer;;C;28;MIL;48;200
1990;Randy Breuer;$1,150,000.00 ;C;29;TOT;42,8;722
1990;Randy Breuer;$1,150,000.00 ;C;29;MIL;46,2;204
1990;Randy Breuer;$1,150,000.00 ;C;29;MIN;41,6;518
1991;Randy Breuer;$1,250,000.00 ;C;30;MIN;45,3;429
1992;Randy Breuer;;C;31;MIN;46,8;363
1993;Randy Breuer;$150,000.00 ;C;32;ATL;48,4;32
1994;Randy Breuer;;C;33;SAC;30,8;19
1992;Randy Brown;$250,000.00 ;PG;23;SAC;45,6;192
1993;Randy Brown;$597,000.00 ;PG;24;SAC;46,3;567
1994;Randy Brown;$700,000.00 ;PG;25;SAC;43,8;273
1995;Randy Brown;$900,000.00 ;PG;26;SAC;43,2;317
1996;Randy Brown;$1,300,000.00 ;PG;27;CHI;40,6;185
1997;Randy Brown;$1,260,000.00 ;PG;28;CHI;42;341
1998;Randy Brown;$1,320,000.00 ;PG;29;CHI;38,4;288
1999;Randy Brown;;PG;30;CHI;41,4;342
2000;Randy Brown;$2,250,000.00 ;PG;31;CHI;36,1;379
2001;Randy Brown;$2,475,000.00 ;PG;32;BOS;42,2;223
2002;Randy Brown;$2,700,000.00 ;PG;33;BOS;0;0
2003;Randy Brown;;PG;34;PHO;37,2;41
1977;Randy Denton;;C;27;ATL;40,2;239
2007;Randy Foye;$2,631,840.00 ;PG;23;MIN;43,4;832
2008;Randy Foye;$2,815,560.00 ;PG;24;MIN;42,9;510
2009;Randy Foye;$3,575,761.00 ;SG;25;MIN;40,7;1139
2010;Randy Foye;$4,250,000.00 ;PG;26;WAS;41,4;704
2011;Randy Foye;$4,250,000.00 ;SG;27;LAC;38,8;616
2012;Randy Foye;$2,500,000.00 ;SG;28;LAC;39,8;712
2013;Randy Foye;$3,000,000.00 ;SG;29;UTA;39,7;882
2014;Randy Foye;$3,135,000.00 ;SG;30;DEN;41,3;1068
2015;Randy Foye;$3,270,000.00 ;SG;31;DEN;36,8;435
2016;Randy Foye;$2,500,000.00 ;SG;32;TOT;35,1;474
2016;Randy Foye;$2,500,000.00 ;SG;32;DEN;35,1;323
2016;Randy Foye;$2,500,000.00 ;SG;32;OKC;34,9;151
2017;Randy Foye;;SG;33;BRK;36,3;357
2006;Randy Holcomb;;SF;26;CHI;100;2
1997;Randy Livingston;;PG;21;HOU;43,7;251
1998;Randy Livingston;$287,500.00 ;PG;22;ATL;25;10
1999;Randy Livingston;;PG;23;PHO;62,5;12
2000;Randy Livingston;$20,000.00 ;PG;24;PHO;41,6;381
2001;Randy Livingston;;PG;25;GSW;0;0
2002;Randy Livingston;;PG;26;SEA;27,8;41
2003;Randy Livingston;;PG;27;NOH;50;6
2004;Randy Livingston;;PG;28;LAC;20;8
2005;Randy Livingston;;PG;29;UTA;42,3;64
2006;Randy Livingston;;PG;30;CHI;0;0
2007;Randy Livingston;;PG;31;SEA;0;0
1972;Randy Smith;;SF;23;BUF;48,2;1022
1973;Randy Smith;;SG;24;BUF;44,3;1214
1974;Randy Smith;;SG;25;BUF;49,2;1267
1975;Randy Smith;;SG;26;BUF;48,4;1456
1976;Randy Smith;;SG;27;BUF;49,4;1787
1977;Randy Smith;;SG;28;BUF;46,7;1698
1978;Randy Smith;;SG;29;BUF;46,5;2021
1979;Randy Smith;;SG;30;SDC;45,5;1678
1980;Randy Smith;;SG;31;CLE;45,2;1441
1981;Randy Smith;;SG;32;CLE;46,6;1194
1982;Randy Smith;;SG;33;NYK;46,5;821
1983;Randy Smith;;SG;34;TOT;48,3;663
1983;Randy Smith;;SG;34;SDC;48,9;592
1983;Randy Smith;;SG;34;ATL;43,9;71
1990;Randy White;$730,000.00 ;PF;22;DAL;36,9;237
1991;Randy White;$855,000.00 ;PF;23;DAL;39,8;695
1992;Randy White;$930,000.00 ;PF;24;DAL;38;418
1993;Randy White;$922,000.00 ;PF;25;DAL;43,5;618
1994;Randy White;;PF;26;DAL;40,2;115
1984;Randy Wittman;;SG;24;ATL;50,3;350
1985;Randy Wittman;;SG;25;ATL;53,1;406
1986;Randy Wittman;;SG;26;ATL;53;1043
1987;Randy Wittman;;SG;27;ATL;50,3;900
1988;Randy Wittman;;SG;28;ATL;47,8;823
1989;Randy Wittman;;SF;29;TOT;45,5;291
1989;Randy Wittman;;SF;29;SAC;42,7;118
1989;Randy Wittman;;SF;29;IND;47,3;173
1990;Randy Wittman;$500,000.00 ;SF;30;IND;50,8;130
1991;Randy Wittman;$550,000.00 ;SF;31;IND;44,3;74
1992;Randy Wittman;$300,000.00 ;SG;32;IND;42,1;17
1993;Randy Woods;$650,000.00 ;PG;22;LAC;34,8;68
1994;Randy Woods;$800,000.00 ;PG;23;LAC;36,8;145
1995;Randy Woods;;PG;24;LAC;31,6;124
1996;Randy Woods;;PG;25;DEN;27,3;19
2006;Rashad McCants;$1,653,720.00 ;SG;21;MIN;45;627
2007;Rashad McCants;$1,769,160.00 ;SG;22;MIN;35;184
2008;Rashad McCants;$2,620,126.00 ;SG;23;MIN;45,3;1114
2009;Rashad McCants;;SG;24;TOT;39,3;554
2009;Rashad McCants;;SG;24;MIN;36;308
2009;Rashad McCants;;SG;24;SAC;44,4;246
2016;Rashad Vaughn;$1,811,040.00 ;SG;19;MIL;30,5;217
2017;Rashad Vaughn;$1,889,040.00 ;SG;20;MIL;36,5;142
1999;Rashard Lewis;$385,000.00 ;SF;19;SEA;36,5;47
2000;Rashard Lewis;$3,920,000.00 ;SF;20;SEA;48,6;674
2001;Rashard Lewis;$4,413,375.00 ;PF;21;SEA;48;1151
2002;Rashard Lewis;$6,233,766.00 ;SF;22;SEA;46,8;1195
2003;Rashard Lewis;$7,012,987.00 ;SF;23;SEA;45,2;1396
2004;Rashard Lewis;$7,792,208.00 ;SF;24;SEA;43,5;1421
2005;Rashard Lewis;$8,571,429.00 ;SF;25;SEA;46,2;1457
2006;Rashard Lewis;$9,350,649.00 ;SF;26;SEA;46,7;1568
2007;Rashard Lewis;$14,880,000.00 ;SF;27;SEA;46,1;1342
2008;Rashard Lewis;$16,447,871.00 ;PF;28;ORL;45,5;1476
2009;Rashard Lewis;$18,876,000.00 ;PF;29;ORL;43,9;1401
2010;Rashard Lewis;$19,573,711.00 ;PF;30;ORL;43,5;1013
2011;Rashard Lewis;$21,136,631.00 ;SF-PF;31;TOT;43,3;668
2011;Rashard Lewis;$21,136,631.00 ;PF;31;ORL;41,9;304
2011;Rashard Lewis;$21,136,631.00 ;SF;31;WAS;44,6;364
2012;Rashard Lewis;$13,700,000.00 ;SF;32;WAS;38,5;217
2013;Rashard Lewis;$1,399,507.00 ;PF;33;MIA;41,4;285
2014;Rashard Lewis;;SF;34;MIA;41,5;268
1996;Rasheed Wallace;$2,060,000.00 ;PF;21;WSB;48,7;655
1997;Rasheed Wallace;$2,329,080.00 ;PF;22;POR;55,8;938
1998;Rasheed Wallace;;PF;23;POR;53,3;1124
1999;Rasheed Wallace;;PF;24;POR;50,8;628
2000;Rasheed Wallace;$12,600,000.00 ;PF;25;POR;51,9;1325
2001;Rasheed Wallace;$14,400,000.00 ;PF;26;POR;50,1;1477
2002;Rasheed Wallace;$16,200,000.00 ;PF;27;POR;46,9;1521
2003;Rasheed Wallace;$17,000,000.00 ;PF;28;POR;47,1;1340
2004;Rasheed Wallace;$9,720,000.00 ;PF;29;TOT;43,6;1088
2004;Rasheed Wallace;$9,720,000.00 ;PF;29;POR;44,2;766
2004;Rasheed Wallace;$9,720,000.00 ;PF;29;ATL;33,3;20
2004;Rasheed Wallace;$9,720,000.00 ;PF;29;DET;43,1;302
2005;Rasheed Wallace;$10,860,000.00 ;PF;30;DET;44;1145
2006;Rasheed Wallace;$11,650,000.00 ;PF;31;DET;43;1209
2007;Rasheed Wallace;$12,540,000.00 ;C;32;DET;42,3;926
2008;Rasheed Wallace;$13,930,000.00 ;C;33;DET;43,2;979
2009;Rasheed Wallace;$5,854,000.00 ;C;34;DET;41,9;795
2010;Rasheed Wallace;$6,322,320.00 ;C;35;BOS;40,9;710
2013;Rasheed Wallace;;C;38;NYK;38,7;146
1999;Rasho Nesterovic;$1,050,240.00 ;C;22;MIN;25;8
2000;Rasho Nesterovic;$1,123,560.00 ;C;23;MIN;47,6;471
2001;Rasho Nesterovic;$1,725,788.00 ;C;24;MIN;46,1;328
2002;Rasho Nesterovic;$2,436,813.00 ;C;25;MIN;49,3;687
2003;Rasho Nesterovic;$5,600,000.00 ;C;26;MIN;52,5;861
2004;Rasho Nesterovic;;C;27;SAS;46,9;710
2005;Rasho Nesterovic;;C;28;SAS;46;410
2006;Rasho Nesterovic;$7,280,000.00 ;C;29;SAS;51,5;362
2007;Rasho Nesterovic;$7,840,000.00 ;C;30;TOR;54,6;494
2008;Rasho Nesterovic;$8,400,000.00 ;C;31;TOR;55;552
2009;Rasho Nesterovic;$1,990,000.00 ;C;32;IND;51,3;473
2010;Rasho Nesterovic;;C;33;TOR;54,4;163
1996;Rastko Cvetkovic;;C;25;DEN;31,3;10
2003;Rasual Butler;$563,679.00 ;SG;23;MIA;36,2;540
2004;Rasual Butler;$1,200,000.00 ;SF;24;MIA;47,6;304
2005;Rasual Butler;$1,300,000.00 ;SF;25;MIA;39,9;420
2006;Rasual Butler;$3,000,000.00 ;SF;26;NOK;40,6;685
2007;Rasual Butler;$3,315,000.00 ;SF;27;NOK;39,8;818
2008;Rasual Butler;$3,630,000.00 ;SF;28;NOH;35;252
2009;Rasual Butler;$3,945,000.00 ;SF;29;NOH;43,3;922
2010;Rasual Butler;$2,400,000.00 ;SF;30;LAC;40,9;979
2011;Rasual Butler;$1,229,255.00 ;SG;31;TOT;33,3;222
2011;Rasual Butler;$1,229,255.00 ;SG;31;LAC;32,3;206
2011;Rasual Butler;$1,229,255.00 ;SG;31;CHI;54,5;16
2012;Rasual Butler;;SF;32;TOR;30,8;110
2014;Rasual Butler;$1,448,490.00 ;SG;34;IND;46,4;136
2015;Rasual Butler;$1,499,187.00 ;SF;35;WAS;42,2;580
2016;Rasual Butler;;SF;36;SAS;47,1;124
2002;Ratko Varda;$124,984.00 ;C;22;DET;66,7;5
2004;Raul Lopez;$997,320.00 ;PG;23;UTA;43,1;572
2005;Raul Lopez;$1,744,313.00 ;PG;24;UTA;42,2;161
2016;Raul Neto;$937,800.00 ;PG;23;UTA;43,1;476
2017;Raul Neto;$1,471,382.00 ;PG;24;UTA;45,1;100
2006;Rawle Marshall;;SF;23;DAL;40;71
2007;Rawle Marshall;;SG;24;IND;36;99
1997;Ray Allen;$2,052,360.00 ;SG;21;MIL;43;1102
1998;Ray Allen;$2,320,000.00 ;SG;22;MIL;42,8;1602
1999;Ray Allen;$9,000,000.00 ;SG;23;MIL;45;856
2000;Ray Allen;$10,130,000.00 ;SG;24;MIL;45,5;1809
2001;Ray Allen;$11,250,000.00 ;SG;25;MIL;48;1806
2002;Ray Allen;$12,375,000.00 ;SG;26;MIL;46,2;1503
2003;Ray Allen;$13,500,000.00 ;SG;27;TOT;43,9;1713
2003;Ray Allen;$13,500,000.00 ;SG;27;MIL;43,7;1003
2003;Ray Allen;$13,500,000.00 ;SG;27;SEA;44,1;710
2004;Ray Allen;$14,625,000.00 ;SG;28;SEA;44;1287
2005;Ray Allen;$13,223,140.00 ;SG;29;SEA;42,8;1867
2006;Ray Allen;$14,611,570.00 ;SG;30;SEA;45,4;1955
2007;Ray Allen;;SG;31;SEA;43,8;1454
2008;Ray Allen;$18,388,430.00 ;SG;32;BOS;44,5;1273
2009;Ray Allen;$18,776,860.00 ;SG;33;BOS;48;1434
2010;Ray Allen;$10,000,000.00 ;SG;34;BOS;47,7;1304
2011;Ray Allen;$10,000,000.00 ;SG;35;BOS;49,1;1321
2012;Ray Allen;$3,090,000.00 ;SG;36;BOS;45,8;655
2013;Ray Allen;$3,229,050.00 ;SG;37;MIA;44,9;863
2014;Ray Allen;;SG;38;MIA;44,2;701
1982;Ray Blume;;SG;23;CHI;45,9;226
1950;Ray Corley;;G;22;SYR;31,6;309
1951;Ray Corley;;G;23;TOT;30,3;122
1951;Ray Corley;;G;23;BLB;25,4;48
1951;Ray Corley;;G;23;TRI;34,1;74
1953;Ray Corley;;G;25;FTW;12,5;11
1951;Ray Ellefson;;C;28;NYK;0;4
1979;Ray Epps;;SF;22;GSW;43,5;26
1954;Ray Felix;;C;23;BLB;41,7;1269
1955;Ray Felix;;C;24;NYK;43,8;1038
1956;Ray Felix;;C;25;NYK;41,5;885
1957;Ray Felix;;C;26;NYK;41,6;867
1958;Ray Felix;;C;27;NYK;44,2;879
1959;Ray Felix;;C;28;NYK;37,1;749
1960;Ray Felix;;C;29;TOT;38,3;342
1960;Ray Felix;;C;29;NYK;33;81
1960;Ray Felix;;C;29;MNL;40,2;261
1961;Ray Felix;;C;30;LAL;37,2;513
1962;Ray Felix;;C;31;LAL;43;432
1950;Ray Lumpp;;G;26;NYK;32,2;268
1951;Ray Lumpp;;G;27;NYK;40,4;430
1952;Ray Lumpp;;SG;28;NYK;38,7;458
1953;Ray Lumpp;;PG;29;TOT;37,2;529
1953;Ray Lumpp;;G;29;NYK;26,7;28
1953;Ray Lumpp;;PG;29;BLB;37,8;501
2014;Ray McCallum;$816,482.00 ;PG;22;SAC;37,7;280
2015;Ray McCallum;$947,276.00 ;PG;23;SAC;43,8;503
2016;Ray McCallum;$119,494.00 ;PG;24;TOT;37,7;137
2016;Ray McCallum;$119,494.00 ;PG;24;SAS;40,3;68
2016;Ray McCallum;$119,494.00 ;PG;24;MEM;35,4;69
1997;Ray Owes;;PF;24;GSW;41,7;177
1958;Ray Radziszewski;;F;22;PHW;0;0
1952;Ray Ragelis;;SF;23;ROC;26;68
1962;Ray Scott;;PF;23;DET;38,7;995
1963;Ray Scott;;PF;24;DET;41,4;1228
1964;Ray Scott;;PF;25;DET;41,2;1406
1965;Ray Scott;;PF;26;DET;36,8;1024
1966;Ray Scott;;PF;27;DET;41,6;1411
1967;Ray Scott;;C-PF;28;TOT;40;1172
1967;Ray Scott;;C;28;DET;37;660
1967;Ray Scott;;PF;28;BAL;44,5;512
1968;Ray Scott;;PF;29;BAL;41,2;1328
1969;Ray Scott;;PF;30;BAL;41,6;967
1970;Ray Scott;;PF;31;BAL;42,5;653
1982;Ray Tolbert;;PF;23;TOT;49,5;219
1982;Ray Tolbert;;PF;23;NJN;45,5;44
1982;Ray Tolbert;;PF;23;SEA;50,6;175
1983;Ray Tolbert;;PF;24;TOT;50;366
1983;Ray Tolbert;;PF;24;SEA;52,6;224
1983;Ray Tolbert;;PF;24;DET;46;142
1984;Ray Tolbert;;PF;25;DET;52,9;151
1988;Ray Tolbert;;PF;29;TOT;50,7;89
1988;Ray Tolbert;;PF;29;NYK;46,3;47
1988;Ray Tolbert;;PF;29;LAL;57,1;42
